,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0051962,BP,GO:0051962,positive reg. of nervous system development,45/912,383/17619,2.41223344153185e-07,1.9691442462189e-05,1.68589057423404e-05,Adgrl2/Slitrk1/Lrrtm1/Grip1/Wls/Sh3glb1/Flrt2/Cdkl5/Il1rapl1/Lrtm1/Adcy10/Ephb1/Mapk8/Lrrtm4/Lingo2/Tenm4/Clstn3/Lrrtm3/Snap91/Slc7a5/Skil/Sgk1/Sema4d/Atxn1/Rheb/Ptprd/Prkca/Enpp2/Oprm1/Numb/Ntrk3/Ntrk2/Nrxn1/Nrp1/Mapt/Map1b/Afdn/Lyn/Il1rap/Foxg1/Epha4/Efna5/Dscam/Cask/Asic2,45
GO:0007264,BP,GO:0007264,small GTPase-mediated signal trans.,48/912,432/17619,5.11347363543571e-07,3.82216752219797e-05,3.27236372408479e-05,Rapgef2/Akap13/Sipa1l3/Cdc42se2/Arhgef3/Nkiras1/Arhgef12/Rhou/Ccdc88c/Rtn4r/Dok6/Ralgapa1/Stk19/Ctnnal1/Sdcbp/Abi2/Auts2/Sh2d3c/Cdc42ep3/Arhgap20/Spry2/Arhgef9/Psd3/Arhgap1/Dennd1a/Arhgap44/Rap1b/Dock3/Sema4d/Rock2/Rit2/Rheb/Rasgrf1/Rab33a/Rapgef6/Nrp1/Nf1/Myo9b/Kitl/F2rl2/Dab1/Cdh13/Arhgap5/Abca1/Chn1/Dock9/Dgkz/Rhoq,48
GO:0106027,BP,GO:0106027,neuron projection org.,21/912,118/17619,6.28070246790815e-07,4.58417389540025e-05,3.92475847096774e-05,Dtnbp1/Tanc2/Cntnap2/Diaph2/Abi2/Adcy10/Ephb1/Ppp1r9a/Lzts3/Septin7/Zmynd8/Arhgap44/Afdn/Insr/Igf1r/Grin2b/Grin1/Epha4/Dctn1/Cask/Pls1,21
GO:0032409,BP,GO:0032409,reg. of transporter activity,31/912,229/17619,9.20259872276469e-07,6.41493510966653e-05,5.49217186931645e-05,Hecw1/Nedd4l/Cacng8/Cacng7/Tcaf1/Ndfip2/Tesc/Fxyd7/Hecw2/Kcnrg/Prrt1/Ahcyl1/Rasgrf1/Plcb1/Prkca/Fxyd5/Nrxn1/Mef2c/Gnb5/Fgf14/Fgf13/Fgf12/Chrm3/Casq1/Cacng2/Cacnb4/Cacnb2/Cacna1d/Atp1b3/Ank3/Actn2,31
GO:0045927,BP,GO:0045927,positive reg. of growth,37/912,303/17619,1.11573956402742e-06,7.60664643431442e-05,6.51246019674074e-05,Nedd4l/Cacng7/Sptbn4/Rptor/Lgi1/Sh3glb1/Sdcbp/Ahi1/Prkn/Atp8a2/Cdkl5/Unc13a/Adcy10/Mapk14/Syt1/Sgk1/Sema4d/Ptk2b/Plcb1/Ntrk3/Nrp1/Ncam1/Mapt/Map1b/Afdn/Mef2c/Smad7/Insr/Igf1r/Nr3c1/Flt3/Efna5/Dscam/Rims2/Rims1/Syt17/Pls1,37
GO:1990416,BP,GO:1990416,cellular response to brain-derived neurotrophic factor stimulus,6/912,9/17619,1.38956228130973e-06,9.26972515402749e-05,7.93631156931398e-05,Tmem108/Grip1/Sh3gl2/Ntrk2/Gria2/Gria1,6
GO:0043547,BP,GO:0043547,positive reg. of GTPase activity,30/912,223/17619,1.56802421279199e-06,0.00010349,8.86030255067006e-05,Rapgef2/Tbc1d9/Tbc1d2b/Rtn4r/Tsc1/Tbc1d1/Ralgapa1/Rgs11/Rgs6/Tbc1d2/Agap1/Rgma/Arhgap22/Grhl3/Dennd1a/Ric1/Arhgap44/Arap2/Asap2/Sema4d/Rasgrf1/Rapgef6/Ntrk3/Nf1/Myo9b/Gnb5/Asap1/Abr/Chn1/Dock9,30
GO:0051650,BP,GO:0051650,establishment of vesicle localization,27/912,193/17619,2.42952951139608e-06,0.000158661,0.000135838,Dtnbp1/Tanc2/Clasp2/Sdcbp/Ahi1/Prkn/Unc13a/Cadps/Pclo/Mapk8/Map4k2/Myrip/Syt11/Unc13b/Fnbp1l/Snap91/Snap25/Map2/Kif1b/Dnm1/Dync1i1/Dctn1/Atp9a/Ap3s1/Rims1/Exoc5/Fbxw11,27
GO:0099072,BP,GO:0099072,reg. of postsynaptic membrane neurotransmitter receptor levels,21/912,132/17619,4.11276452105834e-06,0.000245342,0.000210051,Sacm1l/Cacng8/Cacng7/Grip1/Ap2b1/Cntnap2/Lgi1/Prkn/Magi2/Gphn/Mapk10/Lrrc7/Dlg2/Arhgap44/Snap25/Numb/Nrxn3/Efnb2/Camk2a/Cacng2/Adam22,21
GO:0031644,BP,GO:0031644,reg. of nervous system process,23/912,154/17619,4.39398468804007e-06,0.000254769,0.000218121,Tmem108/Cntnap2/Prkn/Pclo/Dlgap2/Tenm4/Zmynd8/Unc13b/Tnr/Rock2/Ptk2b/Prkar1b/Nrxn1/Afdn/Htr2c/Grin2b/Grin1/Fgf12/Eif2ak3/Rims2/Rims1/Grm3/Celf4,23
GO:0034332,BP,GO:0034332,adherens junction org.,13/912,57/17619,5.15264756361746e-06,0.000293798,0.000251537,Pkp2/Abi2/Cdh10/Cdh7/Cdh20/Plekha7/Numb/Afdn/Smad7/Epha4/Efnb2/Cdh6/Cdh13,13
GO:0008038,BP,GO:0008038,neuron recognition,12/912,49/17619,5.37519798352908e-06,0.000303161,0.000259553,Cntnap2/Diaph2/Cntn6/Nrcam/Nrp1/Ncam1/Foxg1/Ext1/Epha4/Dscam/Casp3/Dscaml1,12
GO:0030307,BP,GO:0030307,positive reg. of cell growth,26/912,191/17619,6.17485759682508e-06,0.000345124,0.00029548,Nedd4l/Cacng7/Rptor/Lgi1/Sh3glb1/Sdcbp/Prkn/Cdkl5/Unc13a/Adcy10/Syt1/Sgk1/Sema4d/Ptk2b/Ntrk3/Nrp1/Mapt/Map1b/Afdn/Smad7/Nr3c1/Efna5/Dscam/Rims2/Rims1/Syt17,26
GO:0120034,BP,GO:0120034,positive reg. of plasma membrane bounded cell projection assembly,19/912,116/17619,7.57513293112997e-06,0.000412247,0.000352947,P2ry12/Akirin1/Dynll1/Myo3b/Abi2/Auts2/Cdc42ep3/Tenm1/Septin7/Gpm6a/Zmynd8/Dpysl3/Fnbp1l/Hdac4/Palm/Nrp1/Cobl/Apc/Rhoq,19
GO:0043954,BP,GO:0043954,cellular component maintenance,16/912,87/17619,8.65704295310882e-06,0.000463003,0.000396401,Pkp2/Cntnap2/Erc2/Dlg2/Plekha7/Zmynd8/Sort1/Nrxn1/Afdn/Insr/Igf1r/Grin2b/Grin1/Bsn/Rims2/Dgkz,16
GO:0003015,BP,GO:0003015,heart process,30/912,245/17619,1.07471445559394e-05,0.000565045,0.000483765,Nedd4l/Sptbn4/Akap13/Nos1ap/Pkp2/Kcnd3/Atp2b4/Adcy10/Sgcz/Pde4d/Thrb/Hdac4/Slc8a1/Slc4a3/Scn1a/Prkca/Mef2a/Smad7/Kcnd2/Gaa/Fgf13/Ext1/Cxadr/Chrm3/Cacnb2/Cacna2d1/Cacna1e/Cacna1d/Atp2a2/Atp1a1,30
GO:0030900,BP,GO:0030900,forebrain development,42/912,407/17619,1.65021534303048e-05,0.00082564,0.000706875,Slc4a10/Tmem108/Myh10/Rapgef2/Pex13/P2ry12/Kirrel3/Zswim6/Bmerb1/Cntnap2/Rtn4r/Tsc1/Htra2/Bcl11b/Syne2/Rtn4rl1/Mrtfa/Ubb/Tnr/Phactr1/Kdm6b/Ulk4/Tra2b/Sema3e/Ptprs/Plcb1/Numb/Ntrk2/Nrp1/Nfib/Nf1/Ncam1/Afdn/Kif21b/Elavl4/Foxg1/Grin1/Fgf13/Ext1/Dclk1/Dab1/Aplp2,42
GO:0007163,BP,GO:0007163,establishment or maintenance of cell polarity,28/912,228/17619,1.98307236699856e-05,0.000968739,0.000829389,Clasp2/Sipa1l3/Rhou/Ubxn2b/Gpsm1/Arpc5/Ephb1/Kif26b/Prickle2/Lrrc7/Spry2/Dlg2/Fez1/Lin7b/Frmd4a/Snap91/Myo9b/Map2/Map1b/Igf1r/Fgf13/Dst/Dctn1/Cenpa/Apc/Ank3/Rhoq/Fbxw11,28
GO:0030705,BP,GO:0030705,cytoskeleton-dependent intracellular transport,25/912,192/17619,2.01609355471233e-05,0.000977175,0.000836613,Dtnbp1/Tmem108/Agbl4/Tanc2/Ift57/Sfpq/Ccdc88c/Dynll1/Syne2/Myrip/Dlg2/Fez1/Ubb/Fnbp1l/Mapt/Map2/Map1b/Kif3b/Kif1b/Dst/Dync1i1/Bsn/Ap3s1/Ank3/Fbxw11,25
GO:0051402,BP,GO:0051402,neuron apoptotic process,39/912,371/17619,2.16125483384067e-05,0.001023544,0.000876311,Usp53/Cpeb4/Htra2/Ptges3/Prkn/Fbxw7/Adcy10/Mapk8/Map2k4/Ambra1/Ubb/Thrb/Hdac4/Srpk2/Sema3e/Ptk2b/Ppargc1a/Polb/Prkcg/Sigmar1/Ntrk2/Nrp1/Nf1/Mef2c/Bbc3/Oxr1/Kcnma1/Jun/Hspa4/Hspd1/Hsph1/Nr3c1/Grin1/Gapdh/Ddit3/Casp3/Cacna1a/Hrk/Kcnq3,39
GO:0008016,BP,GO:0008016,reg. of heart contraction,25/912,193/17619,2.2048237502949e-05,0.001036267,0.000887204,Sptbn4/Nos1ap/Pkp2/Kcnd3/Atp2b4/Adcy10/Pde4d/Thrb/Hdac4/Slc8a1/Slc4a3/Prkca/Mef2a/Smad7/Kcnd2/Gaa/Fgf13/Cxadr/Chrm3/Cacnb2/Cacna2d1/Cacna1e/Cacna1d/Atp2a2/Atp1a1,25
GO:0006814,BP,GO:0006814,sodium ion transport,29/912,242/17619,2.2606142434247e-05,0.0010545,0.000902814,Hecw1/Slc4a10/Nedd4l/Sptbn4/Slc17a7/Tesc/Fxyd7/Atp2b4/Hecw2/Slc4a9/Akt3/Ahcyl1/Slc6a17/Slc8a1/Sgk1/Scn3a/Scn1a/Plcb1/Fxyd5/Hcn1/Fgf14/Fgf13/Fgf12/Cntn1/Commd3/Atp1b3/Atp1a1/Ank3/Asic2,29
GO:0032535,BP,GO:0032535,reg. of cellular component size,41/912,399/17619,2.29176634008202e-05,0.001061054,0.000908425,Clasp2/Rptor/Arpc5/Rtn4r/Tsc1/Cdkl5/Myo3b/Ulk2/Adcy10/Pclo/Cdc42ep3/Rgma/Ppp1r9a/Tenm1/Akt3/Ssh2/Tnr/Sptan1/Sema4d/Sema3e/Ret/Ptprs/Ptk2b/Pfn2/Ntrk3/Nrp1/Nck2/Mapt/Map2/Map1b/Kcnma1/Ifrd1/Fmn1/Fgf13/Efna5/Dscam/Dnm1/Arhgap5/Add2/Actn2/Pls1,41
GO:0099637,BP,GO:0099637,neurotransmitter receptor transport,9/912,32/17619,2.44475473032865e-05,0.00111524,0.000954817,Sacm1l/Cacng8/Cacng7/Grip1/Mapk10/Lrrc7/Arhgap44/Snap25/Cacng2,9
GO:0072583,BP,GO:0072583,clathrin-dependent endocytosis,11/912,49/17619,3.20355784071177e-05,0.001382163,0.001183344,Smap1/Ap2b1/Magi2/Aak1/Syt11/Dgkd/Fnbp1l/Snap91/Sh3gl2/Dnm1/Inpp5f,11
GO:0010959,BP,GO:0010959,reg. of metal ion transport,42/912,422/17619,3.8811032950397e-05,0.001619403,0.001386458,Hecw1/Nedd4l/Kcnip4/Sptbn4/P2ry12/Atp2b1/Tesc/Fxyd7/Atp2b4/Hecw2/Kcnrg/Epb41/Dpp10/Homer2/Pde4d/Akt3/Ahcyl1/Sestd1/Trpc4/Slc8a1/Sgk1/Ptk2b/Plcb1/Fxyd5/Lyn/Grin1/Gnb5/Fgf14/Fgf13/Fgf12/Cntn1/Casq1/Cask/Camk2a/Cacnb4/Cacnb2/Cacna2d1/Cacna1d/Atp1b3/Atp1a1/Ank3/Actn2,42
GO:2001014,BP,GO:2001014,reg. of skeletal muscle cell differentiation,7/912,20/17619,4.16311239973831e-05,0.001666678,0.001426933,Akirin1/Ddx17/Rbm24/Ephb1/Rbfox1/Hdac4/Mef2c,7
GO:1990089,BP,GO:1990089,response to nerve growth factor,10/912,42/17619,4.25426228378488e-05,0.001670471,0.00143018,Tmem108/Rapgef2/Grip1/Magi2/Dync1li2/Sh3gl2/Ntrk3/Ntrk2/Gria2/Gria1,10
GO:0007254,BP,GO:0007254,JNK cascade,23/912,180/17619,5.75120998019665e-05,0.002162455,0.001851394,Cyld/Dusp3/Dusp16/Sh3rf1/Taok3/Tnfrsf19/Ephb1/Mapk9/Mapk8/Mapk10/Map4k2/Map2k4/Ulk4/Ripk2/Ptk2b/Plcb1/Smad3/Igf1r/Dnaja1/Hipk3/Fgf14/Fgf12/Ankrd6,23
GO:0030048,BP,GO:0030048,actin filament-based movement,18/912,125/17619,7.67472842600708e-05,0.002817397,0.002412126,Nedd4l/Myh10/Ccdc88c/Pkp2/Syne2/Adcy10/Myrip/Pde4d/Fnbp1l/Scn1a/Myo9b/Fgf13/Emp2/Cacnb2/Cacna2d1/Cacna1d/Atp2a2/Atp1a1,18
GO:0006654,BP,GO:0006654,phosphatidic acid biosynthetic process,7/912,22/17619,8.36158762269155e-05,0.002998572,0.002567239,Sh3glb1/Dgkh/Dgkd/Dgkb/Bscl2/Dgkg/Dgkz,7
GO:0035725,BP,GO:0035725,sodium ion transmembrane transport,20/912,149/17619,8.62802862257519e-05,0.003058759,0.002618769,Hecw1/Nedd4l/Tesc/Fxyd7/Atp2b4/Hecw2/Slc4a9/Slc6a17/Slc8a1/Scn3a/Scn1a/Plcb1/Fxyd5/Hcn1/Fgf14/Fgf13/Fgf12/Atp1b3/Atp1a1/Asic2,20
GO:0050767,BP,GO:0050767,reg. of neurogenesis,45/912,480/17619,8.76285314532863e-05,0.003088906,0.002644579,Slitrk1/Rapgef2/Grip1/Wls/Rtn4r/Brinp1/Sh3glb1/Cdkl5/Il1rapl1/Ulk2/Adcy10/Mapk8/Rgma/Tenm4/Tnr/Snap91/Slc7a5/Skil/Sgk1/Sema4d/Sema3e/Atxn1/Rheb/Ptprs/Ptprd/Enpp2/Oprm1/Numb/Ntrk3/Ntrk2/Nrp1/Nf1/Mapt/Map2/Map1b/Afdn/Lyn/Ifrd1/Foxg1/Fgf13/Epha4/Efna5/Dscam/Dab1/Cask,45
GO:0051348,BP,GO:0051348,negative reg. of transferase activity,26/912,223/17619,9.34481671543542e-05,0.00323884,0.002772946,Dtnbp1/Camk2n2/Dusp3/Dusp16/Smyd3/Prkn/Ppm1e/Spry2/Sh3bp5/Trib3/Ppp2r5a/Slc8a1/Ptpn1/Prkar1b/Pkig/Prkca/Nf1/Mapt/Smad7/Lyn/Dnaja1/Hipk3/Casp3/Apc/Spred1/Prkag2,26
GO:0051051,BP,GO:0051051,negative reg. of transport,45/912,486/17619,0.00011687,0.003877347,0.003319606,Hrh3/Pid1/Hecw1/Klf7/Nedd4l/Ndfip2/Rptor/Lrrtm1/P2ry12/Tbc1d1/Sdcbp/Ahi1/Prkn/Il1rapl1/Hecw2/Kcnrg/Abca7/Vsnl1/Ppp1r9a/Syt11/Arhgap1/Sestd1/Eny2/Rap1b/Frmd4a/Stxbp5l/Ptk2b/Pkig/Prkcb/Prkca/Pea15a/Oprm1/Oaz2/Nf1/Mapt/Map1b/Cd47/Gpm6b/Gnb5/Entpd1/Atp9a/Ank3/Actn2/Abr/Rhoq,45
GO:0046834,BP,GO:0046834,lipid phosphorylation,5/912,11/17619,0.000130697,0.004290177,0.003673052,Dgkh/Dgkd/Dgkb/Dgkg/Dgkz,5
GO:1902905,BP,GO:1902905,positive reg. of supramolecular fiber org.,22/912,178/17619,0.000135635,0.004388982,0.003757644,Arhgef10l/Rgcc/Tsc1/Abi2/Ppm1e/Mapk8/Cdc42ep3/Tenm1/Rock2/Ptk2b/Pfn2/Nrp1/Nck2/Mapt/Map1b/Smad3/Cd47/Fmn1/Drg1/Dctn1/Apc/Actn2,22
GO:0015812,BP,GO:0015812,gamma-aminobutyric acid transport,7/912,24/17619,0.000154943,0.004879517,0.004177618,Hrh3/Slc7a14/Trpc4/Nf1/Htr2c/Cacnb4/Cacna1a,7
GO:0048013,BP,GO:0048013,ephrin receptor signaling pathway,9/912,40/17619,0.000164132,0.005142789,0.004403019,Anks1b/Diaph2/Ephb1/Epha10/Nck2/Epha4/Efnb2/Efna5/Chn1,9
GO:0030100,BP,GO:0030100,reg. of endocytosis,33/912,324/17619,0.000165672,0.005164962,0.004422003,Smap1/Dtnbp1/Nedd4l/Lrrtm1/Slc17a7/Ap2b1/Sdcbp/Vamp4/Ahi1/Prkn/Magi2/Abca7/Aak1/Syt11/Camk1d/Dgkd/Btbd9/Amph/Snap91/Sh3gl2/Rit2/Ptpn1/Prkcg/Prkca/Numb/Nsf/Cd47/Insr/Efnb2/Dnm1/Cdh13/Ank3/Abr,33
GO:0032970,BP,GO:0032970,reg. of actin filament-based process,38/912,395/17619,0.000180586,0.0055739,0.004772117,Clasp2/Akap13/Arhgef10l/Arpc5/Pkp2/Rgcc/Tsc1/Tmeff2/Iqgap2/Prkn/Myo3b/Abi2/Ppm1e/Adcy10/Cdc42ep3/Ppp1r9a/Tenm1/Pde4d/Ssh2/Grhl3/Arhgap44/Sptan1/Rock2/Ptk2b/Pfn2/Nrp1/Nck2/Mef2c/Smad3/Cd47/Gpm6b/Fmn1/Fgf13/Efna5/Atp2a2/Atp1a1/Add2/Actn2,38
GO:0031503,BP,GO:0031503,protein-containing complex localization,26/912,233/17619,0.000191302,0.005859116,0.005016305,Sacm1l/Cacng8/Cacng7/Anks1b/Grip1/Ift57/Ap2b1/Sfpq/Lgi1/Dynll1/Magi2/Gphn/Mapk10/Lrrc7/Dlg2/Arhgap44/Snap25/Numb/Nrxn3/Nrxn1/Smad7/Kif3b/Efnb2/Camk2a/Cacng2/Adam22,26
GO:0140056,BP,GO:0140056,organelle localization by membrane tethering,13/912,79/17619,0.00019365,0.005889228,0.005042085,Cep83/Rab3c/Unc13a/Ndrg4/Ahcyl1/Unc13b/Syt1/Ncam1/Camk2a/Atp2a2/Rims2/Rims1/Exoc5,13
GO:0071322,BP,GO:0071322,cellular response to carbohydrate stimulus,20/912,158/17619,0.000194647,0.005890682,0.00504333,Klf7/Pck2/Rptor/Oxct1/Tbc1d1/Dynll1/Prkn/Vsnl1/Eny2/Unc13b/Sox4/Tra2b/Plcb1/Prkcb/Prkca/Igf1r/Efna5/Cacna1e/Cacna1d/Prkaa2,20
GO:0031623,BP,GO:0031623,receptor internalization,19/912,147/17619,0.000212221,0.006132821,0.005250639,Dtnbp1/Cacng8/Cacng7/Lrrtm1/Ap2b1/Snx1/Sdcbp/Ahi1/Magi2/Snap25/Sh3gl2/Numb/Nsf/Insr/Gria2/Gria1/Efnb2/Dnm1/Cacng2,19
GO:0050905,BP,GO:0050905,neuromuscular process,23/912,200/17619,0.000283772,0.007909597,0.006771832,Csmd1/Sptbn4/Myh10/Cntnap2/Prkn/Atp8a2/Rbfox1/Tnr/Scn1a/Nrxn1/Kcnma1/Hexb/Grin2b/Grin1/Gaa/Fgf14/Fgf12/Dctn1/Casq1/Cacna1a/Aplp2/Abr/Mycbp2,23
GO:1903828,BP,GO:1903828,negative reg. of protein localization,26/912,239/17619,0.000286545,0.007909597,0.006771832,Pid1/Klf7/Nedd4l/Ndfip2/Rptor/Trp53inp2/Ubxn2b/Tbc1d1/Prkn/Vsnl1/Ppp2r5a/Eny2/Abhd17a/Frmd4a/Stxbp5l/Rock2/Pkig/Oprm1/Numb/Nf1/Mapt/Dnaja1/Gpm6b/Dclk1/Actn2/Rhoq,26
GO:1902991,BP,GO:1902991,reg. of amyloid precursor protein catabolic process,9/912,43/17619,0.00029444,0.008082761,0.006920087,Unc13a/Abca7/Lrrtm3/Rock2/Ntrk2/Lyn/Epha4/Casp3/Rtn1,9
GO:1903532,BP,GO:1903532,positive reg. of secretion by cell,36/912,379/17619,0.00033731,0.009020143,0.007722631,Tmem132a/Dtnbp1/Myh10/Clasp2/Pck2/Wls/Ppid/Oxct1/Rgcc/Ptges/Dynll1/Nell2/Sdcbp/Prkn/Unc13a/Cadps/Vsnl1/Mapk9/Myrip/Gpr158/Unc13b/Mcu/Syt1/Frmd4a/Sox4/Snap25/Plcb1/Prkcb/Prkca/Htr2c/Nr3c1/Grin2b/F2rl2/Chrm3/Cask/Cacna1d,36
GO:0070588,BP,GO:0070588,calcium ion transmembrane transport,32/912,323/17619,0.00033976,0.009046666,0.007745339,Cacng8/Cacng7/P2ry12/Atp2b1/Panx1/Atp2b4/Pde4d/Sestd1/Trpc4/Micu1/Mcu/Slc8a1/Ryr3/Ptk2b/Plcb1/Lyn/Htr2c/Grin2b/Grin1/Gnb5/Fgf14/Ddit3/Casq1/Cacng2/Cacnb4/Cacnb2/Cacna2d3/Cacna2d1/Cacna1e/Cacna1d/Cacna1a/Atp2a2,32
GO:0048678,BP,GO:0048678,response to axon injury,12/912,73/17619,0.000341509,0.009054377,0.00775194,P2ry12/Rtn4r/Rgma/Rtn4rl1/Tnr/Ptprs/Ntrk3/Matn2/Jun/Igf1r/Epha4/Inpp5f,12
GO:0051495,BP,GO:0051495,positive reg. of cytoskeleton org.,22/912,190/17619,0.000346437,0.009082549,0.00777606,Arhgef10l/Rgcc/Tsc1/Abi2/Ppm1e/Mapk8/Cdc42ep3/Tenm1/Rock2/Ptk2b/Pfn2/Nrp1/Nck2/Mapt/Map1b/Smad3/Cd47/Fmn1/Drg1/Dctn1/Apc/Actn2,22
GO:0046473,BP,GO:0046473,phosphatidic acid metabolic process,7/912,27/17619,0.000346964,0.009082549,0.00777606,Sh3glb1/Dgkh/Dgkd/Dgkb/Bscl2/Dgkg/Dgkz,7
GO:0071300,BP,GO:0071300,cellular response to retinoic acid,9/912,44/17619,0.000353362,0.009172633,0.007853186,Htra2/Tesc/Brinp1/Brinp2/Ret/Ptk2b/Mef2c/Lyn/Abca1,9
GO:0048511,BP,GO:0048511,rhythmic process,31/912,311/17619,0.000376059,0.009721134,0.008322787,Dpyd/Sfpq/Cntnap2/Fbxw7/Gpr176/Schip1/Mapk9/Mapk8/Mapk10/Pde4d/Btbd9/Kmt2a/Rora/Rock2/Ppargc1a/Prkcg/Enpp2/Ntrk3/Ntrk2/Nfkb2/Mttp/Kcnma1/Kcnd2/Kcna2/Igf1r/Grin2b/Grin1/Prkaa2/Lgr4/Mycbp2/Fbxw11,31
GO:0008277,BP,GO:0008277,reg. of G protein-coupled receptor signaling pathway,18/912,142/17619,0.00039217,0.010095536,0.008643333,Gpsm1/Rgs11/Rgs6/Kctd16/Atp2b4/Homer2/Gpr158/Pde10a/Pde4d/Phf24/Slit3/Rock2/Plcb1/Prkca/Oprm1/Grk5/Dnm1/Camk2a,18
GO:0035176,BP,GO:0035176,social behavior,11/912,64/17619,0.000402359,0.010272585,0.008794914,Rptor/Cntnap2/Brinp1/Ulk4/Atxn1/Oprm1/Nrxn3/Nrxn1/Grin1/Grid1/Ext1,11
GO:0022406,BP,GO:0022406,membrane docking,13/912,85/17619,0.000407218,0.010311505,0.008828236,Cep83/Rab3c/Unc13a/Ndrg4/Ahcyl1/Unc13b/Syt1/Ncam1/Camk2a/Atp2a2/Rims2/Rims1/Exoc5,13
GO:0044331,BP,GO:0044331,cell-cell adhesion mediated by cadherin,9/912,45/17619,0.000421678,0.010548763,0.009031365,Rgcc/Cdh10/Nexmif/Cdh7/Cdh20/Plekha7/Afdn/Cdh6/Cdh13,9
GO:0046847,BP,GO:0046847,filopodium assembly,12/912,75/17619,0.000441363,0.010918682,0.009348072,Myo3b/Ppp1r9a/Tenm1/Gpm6a/Zmynd8/Dpysl3/Arhgap44/Fnbp1l/Palm/Nrxn1/Nrp1/Rhoq,12
GO:0043523,BP,GO:0043523,reg. of neuron apoptotic process,31/912,314/17619,0.000443505,0.010918682,0.009348072,Cpeb4/Prkn/Fbxw7/Adcy10/Mapk8/Map2k4/Ambra1/Ubb/Hdac4/Srpk2/Sema3e/Ptk2b/Ppargc1a/Prkcg/Sigmar1/Ntrk2/Nrp1/Nf1/Mef2c/Bbc3/Oxr1/Kcnma1/Jun/Hspd1/Hsph1/Nr3c1/Grin1/Ddit3/Casp3/Cacna1a/Hrk,31
GO:0031113,BP,GO:0031113,reg. of microtubule polymerization,10/912,55/17619,0.000459513,0.011239651,0.009622871,Clasp2/Camsap2/Mapk8/Sgk1/Mapt/Map2/Map1b/Drg1/Dctn1/Apc,10
GO:0033555,BP,GO:0033555,multicellular organismal response to stress,16/912,120/17619,0.000460166,0.011239651,0.009622871,Fbxl20/Cntnap2/Brinp1/Scn3a/Ret/Prkar1b/Prkcg/Ncam1/Mef2c/Htr2c/Hcn1/Grin2b/Ext1/Cacna1e/Cacna1a/Gabra5,16
GO:0045161,BP,GO:0045161,neuronal ion channel clustering,5/912,14/17619,0.000497122,0.011896861,0.010185544,Sptbn4/Cntnap2/Nrcam/Dlg2/Ank3,5
GO:0086009,BP,GO:0086009,membrane repolarization,9/912,46/17619,0.000500497,0.011896861,0.010185544,Nedd4l/Nos1ap/Kcnd3/Adcy10/Kcnd2/Cacna2d1/Cacna1d/Atp1b3/Atp1a1,9
GO:0071625,BP,GO:0071625,vocalization behavior,6/912,21/17619,0.000524869,0.012170431,0.010419762,Cntnap2/Brinp1/Auts2/Nrxn3/Nrxn1/Ext1,6
GO:0098969,BP,GO:0098969,neurotransmitter receptor transport to postsynaptic membrane,6/912,21/17619,0.000524869,0.012170431,0.010419762,Sacm1l/Grip1/Mapk10/Lrrc7/Arhgap44/Snap25,6
GO:2001135,BP,GO:2001135,reg. of endocytic recycling,6/912,21/17619,0.000524869,0.012170431,0.010419762,Ndrg4/Arhgap1/Arhgap44/Atp9a/Actn2/Inpp5f,6
GO:0010770,BP,GO:0010770,positive reg. of cell morphogenesis,11/912,66/17619,0.000528947,0.012170431,0.010419762,Grip1/Wls/Sh3glb1/Cdkl5/Il1rapl1/Sgk1/Ptprd/Numb/Afdn/Epha4/Cask,11
GO:0051703,BP,GO:0051703,biological process involved in intraspecies interaction between organisms,11/912,66/17619,0.000528947,0.012170431,0.010419762,Rptor/Cntnap2/Brinp1/Ulk4/Atxn1/Oprm1/Nrxn3/Nrxn1/Grin1/Grid1/Ext1,11
GO:0043402,BP,GO:0043402,glucocorticoid mediated signaling pathway,3/912,4/17619,0.000531623,0.012170431,0.010419762,Akap13/Sgk1/Nr3c1,3
GO:1901660,BP,GO:1901660,calcium ion export,3/912,4/17619,0.000531623,0.012170431,0.010419762,Atp2b1/Atp2b4/Slc8a1,3
GO:1903527,BP,GO:1903527,positive reg. of membrane tubulation,3/912,4/17619,0.000531623,0.012170431,0.010419762,Sh3glb1/Sh3gl2/Asap1,3
GO:0046323,BP,GO:0046323,glucose import,13/912,88/17619,0.000573714,0.013037809,0.011162371,Pid1/Adipor2/Tsc1/Ahi1/Mapk14/Osbpl8/Septin7/Sort1/Prkca/Pea15a/Mef2a/Insr/Rhoq,13
GO:0070507,BP,GO:0070507,reg. of microtubule cytoskeleton org.,19/912,159/17619,0.00057912,0.013112628,0.011226428,Bora/Clasp2/Cyld/Camsap2/Bmerb1/Stmn4/Mapk8/Sgk1/Mapt/Map2/Map1b/Hsph1/Gnai1/Fgf13/Efna5/Drg1/Dctn1/Apc/Prkaa2,19
GO:0006813,BP,GO:0006813,potassium ion transport,25/912,237/17619,0.000589446,0.013297892,0.011385042,Kcnb2/Nedd4l/Kcnip4/Slc17a7/P2ry12/Tsc1/Kcnd3/Kcnrg/Dpp10/Kcnt1/Kcnq5/Ptk2b/Nsf/Kcnh7/Kcnma1/Kcnj4/Kcnd2/Kcna2/Hcn1/Cacna1d/Atp1b3/Atp1a1/Ank3/Actn2/Kcnq3,25
