"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043197","CC","GO:0043197","dendritic spine","24/448","207/17738",5.37137322404378e-10,3.2995578376269e-08,2.69780249147462e-08,"Kcnd3/Gria3/Rgs7bp/Syndig1/Homer1/Lrrc7/Zfp804a/Tenm2/Shisa7/Lzts1/Slc1a2/Sez6/Rph3a/Pde4b/Ntrk2/Grin2a/Grid2/Kcnn2/Apba2/Palmd/Asic2/Slc8a3/Grm5/Grm3",24
"GO:1990351","CC","GO:1990351","transporter complex","34/448","433/17738",5.26991760407713e-09,1.88838714146097e-07,1.54399340329979e-07,"Kcnb2/Kcnip4/Cnih3/Kcnip1/Nrn1/Pex5l/Cacna1h/Ttyh1/Kcnd3/Gria3/Cacna1i/Kcnq5/Trpc4/Trpc3/Micu1/Ryr3/Ryr1/Pde4b/Kcnh7/Kcnj3/Kcnh3/Kcnh1/Kcnab1/Grin2a/Grid2/Gabrb2/Gabra1/Cacng2/Cacnb4/Cacna2d1/Cacna1g/Atp1a1/Gabra5/Kcnq3",34
"GO:0032279","CC","GO:0032279","asymmetric synapse","32/448","398/17738",8.5647594037896e-09,2.83295887971502e-07,2.31629930434472e-07,"Zdhhc2/Cadm1/Gria3/Rgs7bp/Magi2/Syndig1/Adcy1/Cdkl5/Nrcam/Homer1/Mapk10/Cnksr2/Lrrc7/Lrrc4c/Shisa7/Abhd17a/Lzts1/Ptprt/Pde4b/Ntrk2/Grin2a/Grid2/Epha7/Epb41l3/Chrm3/Cacng2/Atp1a1/Adcy8/Slc8a3/Grm5/Grm3/Dgkz",32
"GO:0098982","CC","GO:0098982","GABA-ergic synapse","16/448","133/17738",2.50855813096849e-07,7.19119997544301e-06,5.87970818065598e-06,"Kcnd3/Magi2/Cdh10/Mdga2/Cntn5/Pcdh17/Plcb1/Cntnap4/Grm8/Gabrb2/Gabra1/Epha3/Camk4/Rims2/Adra1a/Gabra5",16
"GO:0060076","CC","GO:0060076","excitatory synapse","13/448","98/17738",1.09281951891235e-06,2.91052165056036e-05,2.37971660045816e-05,"Gria3/Syndig1/Unc13a/Cadps2/Homer1/Shisa7/Pde4b/Ntrk2/Kcnj3/Kcnh1/Grin2a/Grid2/Adcy8",13
"GO:0043198","CC","GO:0043198","dendritic shaft","11/448","69/17738",1.15067135022154e-06,2.91052165056036e-05,2.37971660045816e-05,"Cnih3/Gria3/Rgs7bp/Syndig1/Homer1/Zfp804a/Lzts1/Slc1a2/Sez6/Htr2a/Grm5",11
"GO:0031256","CC","GO:0031256","leading edge membrane","16/448","157/17738",2.37808896794797e-06,5.68099031232015e-05,4.64492231166446e-05,"Lamp5/Sntg1/Plekho1/Cdkl5/Abca7/Jcad/Psd3/Shisa7/Wwc1/Slc1a2/Robo1/Ptprj/Kcnh1/Gabra1/Epb41l3/Gabra5",16
"GO:0044304","CC","GO:0044304","main axon","11/448","87/17738",1.17511458107827e-05,0.000252649634931828,0.00020657277372639,"Lgi1/Nrcam/Lrrc7/Mgll/Spock1/Slc1a2/Robo1/Kcnh1/Kcnab1/Epb41l3/Kcnq3",11
"GO:0016342","CC","GO:0016342","catenin complex","6/448","31/17738",0.000108083104782737,0.00221313024078938,0.00180951162894407,"Cdh10/Cdh24/Cdh8/Cdh6/Cdh4/Cdh11",6
"GO:0005912","CC","GO:0005912","adherens junction","13/448","151/17738",0.000121513819332691,0.00237504283241169,0.00194189548598655,"Ahi1/Cdh10/Shroom3/Lrrc7/Jcad/Cdh24/Plekha7/Lin7b/Frmd4a/Cdh8/Cdh6/Cdh4/Cdh11",13
"GO:0008076","CC","GO:0008076","voltage-gated potassium channel complex","9/448","81/17738",0.000201327289150702,0.00376394497107834,0.00307749723461485,"Kcnb2/Kcnip4/Kcnip1/Kcnd3/Kcnq5/Kcnj3/Kcnh1/Kcnab1/Kcnq3",9
"GO:0048786","CC","GO:0048786","presynaptic active zone","11/448","120/17738",0.000231290832483401,0.00414396074866094,0.00338820780918667,"Cacna1h/Gria3/Unc13a/Cdh10/Ntrk2/Grm8/Gabrb2/Cacna2d1/Rims2/Adcy8/Grm3",11
"GO:0098685","CC","GO:0098685","Schaffer collateral - CA1 synapse","12/448","143/17738",0.000279112447417046,0.0048007340955732,0.00392520241841236,"Cadm1/Adcy1/Lrrc4c/Slc6a7/Epha7/Cdh11/Cacng2/Apba2/Adrb1/Adcy8/Grm5/Dgkz",12
"GO:0019898","CC","GO:0019898","extrinsic component of membrane","14/448","188/17738",0.00031083822649852,0.00495038657016162,0.00404756209163765,"Magi2/Cdh10/Cnksr2/Pik3c2b/Tenm2/Cdh24/Socs2/Ryr1/Rph3a/Cdh8/Cdh6/Cdh4/Cdh11/Mcf2",14
"GO:0032589","CC","GO:0032589","neuron projection membrane","8/448","70/17738",0.000372780456829599,0.00572484272988313,0.00468077716470249,"Lamp5/Shisa7/Slc1a2/Robo1/Kcnh1/Gabra1/Epb41l3/Gabra5",8
"GO:0043204","CC","GO:0043204","perikaryon","12/448","151/17738",0.000459396664718897,0.0068117436492802,0.00556945502780805,"Cacna1h/Gria3/Rgs7bp/Mapk10/Pde10a/Ppp5c/Pcsk2/Pcsk1/Ntrk2/Kcnab1/Cyp11a1/Bdnf",12
"GO:0030315","CC","GO:0030315","T-tubule","8/448","73/17738",0.000497011575077896,0.00712383257611651,0.00582462687986025,"Dysf/Ryr1/Prkce/Kcnj3/Kcnn2/Cacna2d1/Atp1a1/Adra1a",8
"GO:0008021","CC","GO:0008021","synaptic vesicle","16/448","257/17738",0.00087032539916491,0.0103955533789142,0.00849966910295556,"Rab27b/Rab3c/Sv2b/Cadm1/Syndig1/Unc13a/Cttnbp2/Slc6a7/Vps33b/Syt2/Rph3a/Pde4b/Htr7/Grin2a/Clcn5/Bdnf",16
"GO:0098878","CC","GO:0098878","neurotransmitter receptor complex","6/448","46/17738",0.000999089797047437,0.011611043587308,0.00949348484249911,"Cnih3/Nrn1/Gria3/Grin2a/Grid2/Cacng2",6
"GO:0031594","CC","GO:0031594","neuromuscular junction","9/448","108/17738",0.00166141672839694,0.0178602298302671,0.0146029786127521,"Pdzrn3/Unc13a/Syt2/Hdac4/Spock1/Rph3a/Prkce/Epha7/Slc8a3",9
"GO:0016222","CC","GO:0016222","procollagen-proline 4-dioxygenase complex","2/448","3/17738",0.00187749838258223,0.0196908366953746,0.0160997293910774,"P4ha2/P4ha1",2
"GO:0032809","CC","GO:0032809","neuronal cell body membrane","5/448","36/17738",0.00198609145021325,0.0199780044220815,0.016334525035435,"Kcnb2/Rgs8/Cadm2/Adcy8/Gabra5",5
"GO:0031252","CC","GO:0031252","cell leading edge","21/448","414/17738",0.00204426091760834,0.0199780044220815,0.016334525035435,"Lamp5/Arhgap18/Sntg1/Plekho1/Sh3rf1/Cdkl5/Abca7/Dysf/Carmil3/Jcad/Psd3/Shisa7/Wwc1/Slc1a2/Robo1/Ptprj/Kcnh1/Gabra1/Epb41l3/Gabra5/Dgkz",21
"GO:0097449","CC","GO:0097449","astrocyte projection","4/448","23/17738",0.00242829426390611,0.0232037007439917,0.0189719364712196,"Slc2a13/Slc1a2/Grm5/Grm3",4
"GO:0044306","CC","GO:0044306","neuron projection terminus","13/448","222/17738",0.00434594765460706,0.0389324477391883,0.0318321604526044,"Gria3/Unc13a/Kcnq5/Slc1a2/Prkca/Pcsk1/Ntrk2/Htr7/Grin2a/Chrm3/Cdh8/Bdnf/Slc8a3",13
"GO:0043679","CC","GO:0043679","axon terminus","12/448","200/17738",0.00497969253905732,0.0412460016526753,0.033723781033032,"Gria3/Unc13a/Kcnq5/Prkca/Pcsk1/Ntrk2/Htr7/Grin2a/Chrm3/Cdh8/Bdnf/Slc8a3",12
"GO:0022836","MF","GO:0022836","gated channel activity","28/440","292/17588",1.28670845948652e-09,1.12715661051019e-06,9.98214878570067e-07,"Kcnb2/Pex5l/Cacna1h/Kcnd3/Gria3/Cacna1i/Kcnq5/Trpc3/Ryr3/Ryr1/Kcnh7/Kcnj3/Kcnh3/Kcnh1/Kcnab1/Grin2a/Grid2/Gabrb2/Gabra1/Kcnn2/Clcn5/Cacng2/Cacnb4/Cacna2d1/Cacna1g/Asic2/Gabra5/Kcnq3",28
"GO:0005216","MF","GO:0005216","monoatomic ion channel activity","33/440","414/17588",4.84314376967503e-09,2.12129697111766e-06,1.87862997802658e-06,"Kcnb2/Kcnip4/Kcnip1/Pex5l/Cacna1h/Ttyh1/Kcnd3/Gria3/Cacna1i/Ano3/Kcnq5/Trpc4/Trpc3/Ryr3/Ryr1/Kcnh7/Kcnj3/Kcnh3/Kcnh1/Kcnab1/Grin2a/Grid2/Gabrb2/Gabra1/Kcnn2/Clcn5/Cacng2/Cacnb4/Cacna2d1/Cacna1g/Asic2/Gabra5/Kcnq3",33
"GO:0045296","MF","GO:0045296","cadherin binding","10/440","69/17588",7.88023734850449e-06,0.000627553447026358,0.000555764107736633,"Tbc1d2/Cdh10/Cdh24/Trpc4/Ptprt/Ptprj/Cdh8/Cdh6/Cdh4/Cdh11",10
"GO:0030594","MF","GO:0030594","neurotransmitter receptor activity","11/440","94/17588",2.26398546755275e-05,0.00146356342347698,0.00129613823972907,"Gria3/Htr7/Htr2a/Grin2a/Grid2/Gabrb2/Gabra1/Chrm3/Adrb1/Gabra5/Grm5",11
"GO:0005003","MF","GO:0005003","ephrin receptor activity","5/440","16/17588",3.33095806587431e-05,0.0019452795104706,0.00172274813652587,"Ephb1/Ntrk3/Ephb3/Epha7/Epha3",5
"GO:0008066","MF","GO:0008066","glutamate receptor activity","6/440","27/17588",4.48750829621721e-05,0.00226860310830489,0.00200908494450938,"Gria3/Grm8/Grin2a/Grid2/Grm5/Grm3",6
"GO:0042578","MF","GO:0042578","phosphoric ester hydrolase activity","22/440","341/17588",5.19016659591496e-05,0.00226860310830489,0.00200908494450938,"Mpped2/Plppr5/Plcxd2/Pdp1/Tigar/Pde7b/Ppm1l/Pde10a/Plcl2/Ptprt/Ptprr/Ptprj/Ptp4a3/Ppp5c/Plcb1/Enpp2/Pde4b/Pde1a/Atp1a1/Impa2/Nt5c3/Fig4",22
"GO:0008046","MF","GO:0008046","axon guidance receptor activity","4/440","11/17588",0.000110893910515955,0.00334976088317161,0.0029665630508261,"Ephb1/Robo1/Ephb3/Epha7",4
"GO:0070097","MF","GO:0070097","delta-catenin binding","4/440","11/17588",0.000110893910515955,0.00334976088317161,0.0029665630508261,"Cdh24/Plekha7/Ptprt/Ptprj",4
"GO:0070679","MF","GO:0070679","inositol 1,4,5 trisphosphate binding","4/440","14/17588",0.000316879821426687,0.00841171889605388,0.00744945545108353,"Plcl2/Trpc4/Trpc3/Rph3a",4
"GO:0005516","MF","GO:0005516","calmodulin binding","14/440","191/17588",0.000331664162590359,0.00854522960085749,0.0075676931216438,"Arpp21/Adcy1/Unc13a/Camk1g/Ryr3/Ryr1/Plcb1/Pde1a/Kcnh1/Kcnn2/Camk4/Adcy8/Slc8a3/Kcnq3",14
"GO:0043178","MF","GO:0043178","alcohol binding","9/440","88/17588",0.000352058360088075,0.0088115178124901,0.00780351913939582,"Osbpl3/Astn2/Plcl2/Trpc4/Trpc3/Syt2/Rph3a/Prkce/Cyp11a1",9
"GO:0098632","MF","GO:0098632","cell-cell adhesion mediator activity","5/440","32/17588",0.00110434204017467,0.0248052212100772,0.0219676135926783,"Nrcam/Cntn5/Lrrc4c/Emb/Dscaml1",5
"GO:0004115","MF","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity","4/440","21/17588",0.00164919089352382,0.0343974100649254,0.0304624984593247,"Pde7b/Pde10a/Pde4b/Pde1a",4
"GO:0005219","MF","GO:0005219","ryanodine-sensitive calcium-release channel activity","2/440","3/17588",0.00184229263848008,0.0375313570071756,0.0332379357297385,"Ryr3/Ryr1",2
"GO:1904315","MF","GO:1904315","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","6/440","53/17588",0.00201236220173515,0.0400643020163635,0.0354811230305934,"Gria3/Grin2a/Grid2/Gabrb2/Gabra1/Gabra5",6
