"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046942","BP","GO:0046942","carboxylic acid transport","35/903","360/17619",0.000217710974206276,0.0143085687800125,0.0121550566839293,"Crot/Ptges/Slc1a4/Atp8b1/Irs2/Slc7a11/Abcg2/Slc7a14/Slc6a17/Thbs1/Acsl6/Arhgef11/Syt4/Syk/Slc26a7/Slc7a5/Slc2a1/Slc16a1/Rgs2/Ptgs2/Ppard/Pla2g5/Pla2g4a/Per2/Htr2c/Slc6a9/Slc17a6/Bdnf/Bdkrb2/Slc7a3/Slc7a1/Slc16a6/Slc6a8/Slc22a13/Lrrc8c",35
"GO:0015849","BP","GO:0015849","organic acid transport","35/903","362/17619",0.000241990666275783,0.0157174930242258,0.0133519306910417,"Crot/Ptges/Slc1a4/Atp8b1/Irs2/Slc7a11/Abcg2/Slc7a14/Slc6a17/Thbs1/Acsl6/Arhgef11/Syt4/Syk/Slc26a7/Slc7a5/Slc2a1/Slc16a1/Rgs2/Ptgs2/Ppard/Pla2g5/Pla2g4a/Per2/Htr2c/Slc6a9/Slc17a6/Bdnf/Bdkrb2/Slc7a3/Slc7a1/Slc16a6/Slc6a8/Slc22a13/Lrrc8c",35
"GO:0046634","BP","GO:0046634","regulation of alpha-beta T cell activation","18/903","138/17619",0.000243883968287927,0.0157174930242258,0.0133519306910417,"Cd274/Shb/Zap70/Tnfsf4/Tgfbr2/Syk/Btla/Pnp/Smad7/Jak3/Jak2/Irgm1/Hsph1/Brd2/Cd44/Cd1d1/Bcl6/Nckap1l",18
"GO:1990928","BP","GO:1990928","response to amino acid starvation","10/903","52/17619",0.000264122636129961,0.0162927340078718,0.0138405949921773,"Rragd/Gcn1/Sesn2/Ulk1/Eif2ak2/Eif4ebp1/Eif2ak3/Cdkn1a/Atf3/Bmt2",10
"GO:0007596","BP","GO:0007596","blood coagulation","21/903","176/17619",0.000272549187381519,0.0162927340078718,0.0138405949921773,"F13a1/Ubash3b/Prss56/Slc7a11/Tyro3/Tlr4/Thbs1/Tfpi/Syk/Srf/Ptprj/Flna/Pros1/Plat/Pla2g4a/Lyst/Jak2/F8/Anxa2/Anxa8/Anxa5",21
"GO:0048638","BP","GO:0048638","regulation of developmental growth","37/903","393/17619",0.000275623217451744,0.0162927340078718,0.0138405949921773,"P2rx5/Pum2/Rtn4/Ctdp1/Dusp6/Golga4/Chd7/Tnfrsf12a/Vgll4/Zp3/Ccn4/Ezr/Vegfa/Ulk1/Tgfbr2/Syt4/Stc2/Stat3/Srf/Sgpl1/Sema5a/Sema4a/Sema3e/Rgs2/Pex5/Ppard/Pim1/Nrp1/Ncam1/Smad7/Igf1r/Ifrd1/Fosl2/Cdkn1a/Bcl2l11/Bdnf/Trip10",37
"GO:0033673","BP","GO:0033673","negative regulation of kinase activity","22/903","189/17619",0.000280580747107635,0.0162927340078718,0.0138405949921773,"Deptor/Cblc/Heg1/Errfi1/Ubash3b/Dusp16/Midn/Irs2/Gadd45g/Coro1c/Shb/Trib3/Trib1/Ptk6/Rgs2/Ptprj/Prkar2a/Gadd45b/Gstp1/Gadd45a/Cdkn1a/Casp3",22
"GO:0035296","BP","GO:0035296","regulation of tube diameter","22/903","189/17619",0.000280580747107635,0.0162927340078718,0.0138405949921773,"Arhgap42/Grip2/Dusp5/Vegfa/Rock2/Rgs2/Ptgs2/Ptgs1/Ptger3/Ppard/Per2/Htr2c/Hrh1/Gch1/Ext2/Ext1/Esr2/Ednrb/Cftr/Bdkrb2/Adcyap1/Itga9",22
"GO:0097746","BP","GO:0097746","blood vessel diameter maintenance","22/903","189/17619",0.000280580747107635,0.0162927340078718,0.0138405949921773,"Arhgap42/Grip2/Dusp5/Vegfa/Rock2/Rgs2/Ptgs2/Ptgs1/Ptger3/Ppard/Per2/Htr2c/Hrh1/Gch1/Ext2/Ext1/Esr2/Ednrb/Cftr/Bdkrb2/Adcyap1/Itga9",22
"GO:0071407","BP","GO:0071407","cellular response to organic cyclic compound","42/903","466/17619",0.000281274559470856,0.0162927340078718,0.0138405949921773,"Tiparp/Zc3hav1/Lbh/Arpc2/Selenon/Errfi1/Ifih1/Ubr5/Pde3a/Abhd2/Kmt2d/Hcn4/Zmiz1/Npas4/Ezr/Trim24/Ppp1r9b/Pde12/Stat3/Snai2/Slc16a1/Rock2/Rgs9/Ptger3/Flna/Pim1/Per1/Nr4a3/Smad1/Jup/Jak2/Itpr2/Hrh1/Htt/Esr2/Eif4ebp1/Egr1/Cftr/Casp3/Bdnf/Atp1a1/Rapgef1",42
"GO:0048588","BP","GO:0048588","developmental cell growth","29/903","282/17619",0.000291505409981277,0.0162927340078718,0.0138405949921773,"Pum2/Rtn4/Ctdp1/Pdlim5/Golga4/Kmt2d/Tnn/Iqgap1/Tnfrsf12a/Ccn4/Vegfa/Vcl/Ulk1/Tgfbr2/Pak6/Syt4/Srf/Sema5a/Sema4a/Sema3e/Rgs2/Nrp1/Smad7/Ifrd1/Ext1/Cobl/Bdnf/Camk2d/Trip10",29
"GO:0150115","BP","GO:0150115","cell-substrate junction organization","15/903","105/17619",0.000291568185205405,0.0162927340078718,0.0138405949921773,"Iqgap1/Coro1c/Lamc1/Vegfa/Vcl/Pxn/Ptprj/Ptk2b/Nrp1/Myh9/Smad3/Arhgap6/Lims1/Bcr/Actn1",15
"GO:0008360","BP","GO:0008360","regulation of cell shape","18/903","140/17619",0.000292081251421625,0.0162927340078718,0.0138405949921773,"Rhoj/Myl12a/Wdr1/Fmnl3/Ezr/Vegfa/Tpm1/Sema4a/Sema3e/Pxn/Ptk2b/Myo10/Myh9/Hpn/Lpar1/Eps8/Anxa7/Rhoq",18
"GO:0046637","BP","GO:0046637","regulation of alpha-beta T cell differentiation","12/903","73/17619",0.000312065366694577,0.0171197512737075,0.0145431419694028,"Shb/Zap70/Tnfsf4/Tgfbr2/Syk/Pnp/Smad7/Jak3/Brd2/Cd1d1/Bcl6/Nckap1l",12
"GO:0010572","BP","GO:0010572","positive regulation of platelet activation","5/903","13/17619",0.00031869449707092,0.0172483114398507,0.0146523531791885,"Tlr4/Ptprj/Flna/Pla2g4a/Jak2",5
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","37/903","396/17619",0.000319605650361802,0.0172483114398507,0.0146523531791885,"Phf10/Cd274/Irs2/Zmiz1/Zbtb1/Tnip2/Shb/Zp3/Zap70/Tnfsf4/Tlr4/Thbs1/Tgfbr2/Syk/Ptprj/Flna/Pnp/Pla2g4a/Ddr2/Nr4a3/Lyst/Jak3/Jak2/Irgm1/Hsph1/Brd2/Ccn2/Egr3/Cftr/Cdkn1a/Cd1d1/Btk/Bcl6/Slc7a1/Ttbk1/Ticam1/Nckap1l",37
"GO:1905039","BP","GO:1905039","carboxylic acid transmembrane transport","18/903","142/17619",0.000348357356003296,0.018499169033199,0.0157149503672392,"Slc1a4/Irs2/Slc7a11/Thbs1/Acsl6/Arhgef11/Slc26a7/Slc7a5/Slc2a1/Slc16a1/Rgs2/Per2/Slc6a9/Slc17a6/Slc7a3/Slc7a1/Slc6a8/Lrrc8c",18
"GO:0050727","BP","GO:0050727","regulation of inflammatory response","36/903","384/17619",0.000359228103744219,0.0187119799939472,0.0158957322001832,"Nmi/Ptges/Dagla/Zp3/Ccn4/Tyro3/Tnfsf4/Tnfaip6/Tlr4/Sbno2/Enpp3/Stat3/Sphk1/Ripk1/Reg3g/Ptgs2/Ptger3/Ppard/Pla2g5/Cd200/Smad3/Jak2/Il17ra/Irgm1/Hgf/Gstp1/Ednrb/Socs3/Cd44/Casp12/Btk/Bcl6/Adcyap1/Bcr/Abr/Ttbk1",36
"GO:0110053","BP","GO:0110053","regulation of actin filament organization","28/903","272/17619",0.000362041826850694,0.0187119799939472,0.0158957322001832,"Arpc2/Snx9/Rgcc/Shank3/Dstn/Nox4/Arhgef15/Hax1/Svil/Wdr1/Vasp/Tpm1/Sema5a/Rock2/Pxn/Ptk2b/Flna/Nrp1/Myh9/Smad3/Lpar1/Ccn2/Eps8/Capzb/Arhgap6/Avil/Nckap1l/Plekhg2",28
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","41/903","457/17619",0.000363640466890507,0.0187119799939472,0.0158957322001832,"Pum2/Arpc2/Plce1/Rreb1/Golga4/Septin9/Myo3b/Tnn/Iqgap1/Tnfrsf12a/Coro1c/Mark4/Zmynd8/Camk1d/Vldlr/Vegfa/Acsl6/Srf/Sphk1/Ptk6/Sema5a/Rgs2/Ret/Ptk2b/Flna/Ddr2/Nrp1/Igf1r/Hgf/Htt/Ttbk2/Eps8/Cobl/Cntf/Bdnf/Avil/Adcyap1/Adamts1/Adam17/Rapgef1/Rhoq",41
"GO:0051897","BP","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","21/903","180/17619",0.000370725129908133,0.018929795479463,0.0160807653515617,"Rtn4/Nox4/Irs2/Hax1/Sesn2/Vegfa/Tyro3/Thbs1/Tgfb2/Sema5a/Sema3e/Rgl2/Ret/Ptprj/Ptk2b/Ppard/Jak2/Igf1r/Hgf/Cntf/Unc5b",21
"GO:0051402","BP","GO:0051402","neuron apoptotic process","35/903","371/17619",0.000383924324648387,0.0192959589405782,0.0163918193566035,"Pcdhgc5/Cblc/Retreg1/Kcnip3/Vegfa/Tyro3/Tgfb2/Sema3e/Ripk1/Ptk2b/Nrp1/Nr4a3/Mybl2/Mt1/Bbc3/Jun/Jak2/Hsph1/Hmox1/Htt/Gch1/Esr2/Egr1/Ddit3/Col6a1/Cntf/Clu/Casp3/Casp12/Btg2/Bcl2l11/Hrk/Bdnf/Apaf1/Unc5b",35
"GO:1903524","BP","GO:1903524","positive regulation of blood circulation","9/903","45/17619",0.000392136913454129,0.0192959589405782,0.0163918193566035,"Dusp5/Tpm1/Tgfb2/Tacr3/Rgs2/Ptger3/Gch1/Ccn2/Atp1a1",9
"GO:0046847","BP","GO:0046847","filopodium assembly","12/903","75/17619",0.000403690805493131,0.0192959589405782,0.0163918193566035,"Arpc2/Myo3b/Zmynd8/Fmnl3/Ezr/Spata13/Ppp1r9b/Srf/Nrp1/Myo10/Capzb/Rhoq",12
"GO:0010616","BP","GO:0010616","negative regulation of cardiac muscle adaptation","4/903","8/17619",0.000406405606890287,0.0192959589405782,0.0163918193566035,"Errfi1/Atp2b4/Smad3/Lmna",4
"GO:0032762","BP","GO:0032762","mast cell cytokine production","4/903","8/17619",0.000406405606890287,0.0192959589405782,0.0163918193566035,"Syk/Nr4a3/Hmox1/Bcl6",4
"GO:0033555","BP","GO:0033555","multicellular organismal response to stress","16/903","120/17619",0.000412802240611862,0.0194339097388762,0.0165090078608268,"Selenon/Cntnap2/Shank3/Kcnip3/Thbs1/Ret/Ncam1/Htr2c/Gch1/Ext1/Esr2/Ednrb/Col6a1/Capn2/Bdnf/Adcyap1",16
"GO:0043244","BP","GO:0043244","regulation of protein-containing complex disassembly","17/903","132/17619",0.000417472319905786,0.0194530031143844,0.016525227586584,"Arpc2/Dstn/Etf1/Svil/Wdr1/Tpm1/Tom1/Sema5a/Upf1/Per2/Arhgef2/Igf1r/Irgm1/Ttbk2/Eps8/Capzb/Avil",17
"GO:0031102","BP","GO:0031102","neuron projection regeneration","11/903","65/17619",0.000424930016810144,0.0194530031143844,0.016525227586584,"Pum2/Rtn4/Rtn4rl1/Ulk1/Flna/Jun/Jak2/Igf1r/Hgf/Cntf/Adam17",11
"GO:2000630","BP","GO:2000630","positive regulation of miRNA metabolic process","11/903","65/17619",0.000424930016810144,0.0194530031143844,0.016525227586584,"Mrtfa/Tgfb2/Tead1/Stat3/Srf/Smad3/Smad1/Jun/Fosl1/Fos/Egr1",11
"GO:0006909","BP","GO:0006909","phagocytosis","24/903","222/17619",0.000459171347624136,0.0204584748044157,0.0173793706930202,"Gulp1/Coro1c/Camk1d/Treml4/Tyro3/Xkr6/Tlr4/Thbs1/Syk/Sphk1/Ptprj/Pros1/Pla2g5/Myh9/Lyst/Lepr/Irf8/Btk/Anxa3/Abca1/Bcr/Abr/Rapgef1/Nckap1l",24
"GO:0098868","BP","GO:0098868","bone growth","8/903","37/17619",0.000472273333050292,0.0208996692319189,0.0177541631238626,"Thbs3/Thbs1/Tgfbr2/Por/Ddr2/Lepr/Fosl2/Ext1",8
"GO:0001558","BP","GO:0001558","regulation of cell growth","39/903","435/17619",0.000507630086375275,0.0222869932199248,0.0189326878227648,"Pum2/Rtn4/N6amt1/Ctdp1/Sertad1/Golga4/Tnfrsf12a/Vgll4/Sesn2/Ccn4/Vegfa/Ulk1/Tgfb2/Ppp1r9b/Tead1/Syt4/Srf/Sphk1/Sema5a/Sema4a/Sema3e/Rgs2/Ptprj/Ptk2b/Ppard/Nrp1/Smad7/Smad3/Bbc3/Ifrd1/Hpn/Cntf/Cdkn1a/Cd44/Bdnf/Bcl6/Adam17/Cth/Trip10",39
"GO:0014916","BP","GO:0014916","regulation of lung blood pressure","3/903","4/17619",0.000516227332728247,0.0222869932199248,0.0189326878227648,"Nampt/Smad3/Gch1",3
"GO:0019371","BP","GO:0019371","cyclooxygenase pathway","3/903","4/17619",0.000516227332728247,0.0222869932199248,0.0189326878227648,"Sphk1/Ptgs2/Ptgs1",3
"GO:0046631","BP","GO:0046631","alpha-beta T cell activation","23/903","211/17619",0.000532149307489896,0.0224994083001142,0.0191131333571798,"Cd274/Gadd45g/Shb/Zap70/Tnfsf4/Tgfbr2/Kmt2a/Syk/Stat3/Btla/Sema4a/Pnp/Smad7/Jak3/Jak2/Irgm1/Hsph1/Brd2/Fosl2/Cd44/Cd1d1/Bcl6/Nckap1l",23
"GO:0034198","BP","GO:0034198","cellular response to amino acid starvation","9/903","47/17619",0.000550108204754189,0.0231115079946728,0.0196331089464903,"Rragd/Gcn1/Sesn2/Ulk1/Eif2ak2/Eif2ak3/Cdkn1a/Atf3/Bmt2",9
"GO:0033627","BP","GO:0033627","cell adhesion mediated by integrin","13/903","89/17619",0.00058386381848342,0.0237772271600794,0.0201986340046218,"Tgfb2/Syk/Snai2/Ret/Itgb6/Itga2b/Fbn1/Ext1/Adam9/Adam17/Lpxn/Nckap1l/Itga9",13
"GO:0046632","BP","GO:0046632","alpha-beta T cell differentiation","17/903","136/17619",0.000592073073129055,0.023964518655065,0.0203577371806954,"Gadd45g/Shb/Zap70/Tnfsf4/Tgfbr2/Kmt2a/Syk/Stat3/Sema4a/Pnp/Smad7/Jak3/Brd2/Fosl2/Cd1d1/Bcl6/Nckap1l",17
"GO:0050890","BP","GO:0050890","cognition","34/903","366/17619",0.000609159077175759,0.0245066542684405,0.0208182786375154,"Lins1/Taco1/Tanc1/Cntnap2/Sorcs3/Shank3/Slc1a4/Nptx2/Chd7/Tafa2/Slc7a11/Gpr158/Npas4/Btbd9/Pak6/Kmt2a/Ptchd1/Shank2/Syt4/Srf/Ptgs2/Ptgs1/Ncam1/Jun/Hrh1/Htt/Esr2/Egr1/Casp3/Btg2/Bdnf/Arc/Adam2/Ttbk1",34
"GO:0032233","BP","GO:0032233","positive regulation of actin filament bundle assembly","11/903","68/17619",0.00063287324292992,0.0253073047383663,0.0214984271552034,"Rgcc/Nox4/Arhgef15/Tpm1/Rock2/Pxn/Flna/Nrp1/Smad3/Lpar1/Ccn2",11
"GO:0045429","BP","GO:0045429","positive regulation of nitric oxide biosynthetic process","9/903","48/17619",0.000646715008173478,0.0254663646490406,0.0216335477434406,"Ddah1/Tlr4/Ptk2b/Ptgs2/Smad3/Jak2/Hrh1/Clu/Ticam1",9
"GO:0051894","BP","GO:0051894","positive regulation of focal adhesion assembly","7/903","30/17619",0.00065460070637256,0.0254663646490406,0.0216335477434406,"Iqgap1/Vegfa/Ptprj/Nrp1/Myh9/Smad3/Lims1",7
"GO:0061614","BP","GO:0061614","miRNA transcription","12/903","79/17619",0.000656063811596263,0.0254663646490406,0.0216335477434406,"Mrtfa/Tgfb2/Tead1/Stat3/Srf/Ppard/Smad3/Smad1/Jun/Fosl1/Fos/Egr1",12
"GO:0051495","BP","GO:0051495","positive regulation of cytoskeleton organization","21/903","190/17619",0.000761457744273854,0.0287190710596014,0.0243967053593005,"Arpc2/Snx9/Rgcc/Dstn/Spag5/Nox4/Arhgef15/Wdr1/Vasp/Tpm1/Sema5a/Rock2/Pxn/Ptk2b/Flna/Nrp1/Smad3/Lpar1/Ccn2/Mapre1/Nckap1l",21
"GO:0097581","BP","GO:0097581","lamellipodium organization","13/903","92/17619",0.000805118854629516,0.0299544892043776,0.0254461868140136,"Arpc2/Plce1/Rreb1/Snx1/Arhgef7/Coro1c/Vcl/Spata13/Pxn/Myo9b/Cd44/Capzb/Avil",13
"GO:1902905","BP","GO:1902905","positive regulation of supramolecular fiber organization","20/903","178/17619",0.0008184837597303,0.0299544892043776,0.0254461868140136,"Arpc2/Snx9/Rgcc/Dstn/Nox4/Arhgef15/Wdr1/Vasp/Tpm1/Sema5a/Rock2/Pxn/Ptk2b/Flna/Nrp1/Smad3/Lpar1/Ccn2/Mapre1/Nckap1l",20
"GO:0002446","BP","GO:0002446","neutrophil mediated immunity","8/903","40/17619",0.000821058332216802,0.0299544892043776,0.0254461868140136,"Trem3/Wdr1/Syk/Myo1f/Lyst/Anxa3/Bcr/Abr",8
"GO:0006953","BP","GO:0006953","acute-phase response","8/903","40/17619",0.000821058332216802,0.0299544892043776,0.0254461868140136,"Ptges/Stat3/Serpina3n/Reg3g/Ptgs2/Ptger3/F8/Ednrb",8
"GO:1902903","BP","GO:1902903","regulation of supramolecular fiber organization","35/903","387/17619",0.000825801675866391,0.0299544892043776,0.0254461868140136,"Arpc2/Snx9/Rgcc/Shank3/Dstn/Arhgef7/Nox4/Arhgef15/Slc39a12/Hax1/Svil/Wdr1/Vasp/Tpm1/Sema5a/Rock2/Pxn/Ptk2b/Flna/Nrp1/Myh9/Smad3/Arhgef2/Lpar1/Ccn2/Ttbk2/Eps8/Mapre1/Col6a1/Clu/Capzb/Arhgap6/Avil/Nckap1l/Plekhg2",35
"GO:0007498","BP","GO:0007498","mesoderm development","15/903","116/17619",0.000855294418951093,0.0301991720904115,0.0256540436860079,"Ssbp3/Txnrd1/Ets2/Vegfa/Kdm6b/Tead1/Tcf7l1/Tbx6/Srf/Nr4a3/Smad3/Smad1/Htt/Ext2/Ext1",15
"GO:0090257","BP","GO:0090257","regulation of muscle system process","26/903","260/17619",0.000891225113913332,0.0308349318022176,0.026194118340096,"Selenon/Errfi1/Arhgap42/Ctdp1/Ehd3/Atp2b4/Hcn4/Ccn4/Tead1/Tacr3/Srf/Sphk1/Rock2/Rgs2/Ptgs2/Ptgs1/Ptger3/Nr4a3/Smad7/Smad3/Lmna/Jup/Ccn2/Atp1a1/Camk2d/Trip10",26
"GO:0051216","BP","GO:0051216","cartilage development","23/903","219/17619",0.000891881124740249,0.0308349318022176,0.026194118340096,"Trps1/Errfi1/Ccn4/Thbs3/Thbs1/Tgfbr2/Tgfb2/Arid5a/Srf/Snai2/Por/Smad7/Smad3/Smad1/Ltbp3/Ccn1/Fosl2/Ccn2/Ext2/Ext1/Eif2ak3/Col6a1/Col11a2",23
"GO:0043312","BP","GO:0043312","neutrophil degranulation","5/903","16/17619",0.000950985635544365,0.0322073604527729,0.0273599895253016,"Syk/Myo1f/Anxa3/Bcr/Abr",5
"GO:0072673","BP","GO:0072673","lamellipodium morphogenesis","5/903","16/17619",0.000950985635544365,0.0322073604527729,0.0273599895253016,"Rreb1/Snx1/Coro1c/Myo9b/Cd44",5
"GO:0048762","BP","GO:0048762","mesenchymal cell differentiation","25/903","248/17619",0.000988981300761061,0.0330135984058095,0.0280448845815832,"Rtn4/Rgcc/Ldlrad4/Coro1c/Vegfa/Tgfbr2/Tgfb2/Snai2/Sema5a/Sema4a/Sema3e/Rock2/Ret/Flna/Nrp1/Ncam1/Smad7/Smad3/Hpn/Ext1/Emp2/Ednrb/Ovol2/Slc39a6/Trip10",25
"GO:0001704","BP","GO:0001704","formation of primary germ layer","14/903","106/17619",0.00101954883556221,0.0332166266137514,0.0282173560155827,"Txnrd1/Dusp4/Dusp5/Ets2/Kdm6b/Tbx6/Srf/Nr4a3/Myh9/Smad3/Smad1/Htt/Ext2/Col5a2",14
"GO:1904263","BP","GO:1904263","positive regulation of TORC1 signaling","9/903","51/17619",0.00102257343172045,0.0332166266137514,0.0282173560155827,"Csnk1a1/Gpr137c/Rragd/Sesn2/Syk/Srms/Rheb/Pim1/Bmt2",9
"GO:0034762","BP","GO:0034762","regulation of transmembrane transport","42/903","498/17619",0.00107981866194593,0.0341325537047481,0.0289954314388189,"Hecw1/P2rx5/Vmp1/Selenon/Ubash3b/Jsrp1/Taco1/Shank3/Ehd3/Kcnip3/Azin1/Irs2/Atp2b4/Chd7/Homer1/Azin2/Trib3/Ywhaq/Thbs1/Tgfb2/Stac2/Acsl6/Arhgef11/Slc7a5/Ripk1/Rgs9/Rgs2/Ptk2b/Ptger3/Flna/Pim1/Per2/Pea15a/Nr4a3/Hk2/Htt/Slc6a9/Fkbp1a/Cftr/Arc/Camk2d/Rhoq",42
"GO:0140747","BP","GO:0140747","regulation of ncRNA transcription","13/903","95/17619",0.00109285725011907,0.0342975535971096,0.0291355980114042,"Ippk/Mrtfa/Tgfb2/Tead1/Stat3/Srf/Ppard/Smad3/Smad1/Jun/Fosl1/Fos/Egr1",13
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","24/903","236/17619",0.00109537230530088,0.0342975535971096,0.0291355980114042,"Pdgfd/Rtn4/Trem3/Camk1d/Wdr1/Vegfa/Tnfaip6/Thbs1/Syk/Ptprj/Ptk2b/Ptger3/Myo9b/Myo1f/Cd200/Lyst/Il17ra/Emp2/Ednrb/Bcr/Abr/Nckap1l/Itga9/Mtus1",24
"GO:0002934","BP","GO:0002934","desmosome organization","4/903","10/17619",0.0011224455505696,0.0348167923583224,0.0295766887083195,"Nectin1/Snai2/Grhl1/Jup",4
"GO:0055078","BP","GO:0055078","sodium ion homeostasis","8/903","42/17619",0.00115103806973893,0.0348885420407628,0.0296376397000311,"Mllt6/Slc12a3/Scn7a/Atp12a/Ext2/Ext1/Ednrb/Atp1a1",8
"GO:1990845","BP","GO:1990845","adaptive thermogenesis","19/903","170/17619",0.00116418558902023,0.0351266542723467,0.0298399148343605,"Zfp516/Igf2bp2/Gadd45g/Adamts5/Plcl1/Vegfa/Tlr4/Kdm6b/Syk/Rheb/Per2/Lepr/Jak2/Igf1r/Gpr3/Ddit3/Adcyap1/Adam17/Prkab2",19
"GO:0070372","BP","GO:0070372","regulation of ERK1 and ERK2 cascade","30/903","322/17619",0.00118647779318704,0.0355560197141014,0.0302046586017414,"Gpnmb/Errfi1/Psca/Pdgfd/Dusp6/Dusp26/Nox4/Dusp4/Ezr/Vegfa/Tlr4/Syk/Ptk2b/Pla2g5/Ntsr2/Ddr2/Nrp1/Myh9/Jun/Ccn1/Htr2c/Gstp1/Ccn2/Esr2/Cd44/Atf3/Adcyap1/Adam17/Camk2d/Rapgef1",30
"GO:2000108","BP","GO:2000108","positive regulation of leukocyte apoptotic process","7/903","33/17619",0.00120132597771399,0.0355560197141014,0.0302046586017414,"Cd274/Tgfb2/Nr4a3/Bbc3/Jak3/Cd44/Bcl2l11",7
"GO:0046683","BP","GO:0046683","response to organophosphorus","13/903","96/17619",0.00120602994205621,0.0355560197141014,0.0302046586017414,"P2rx5/Errfi1/Panx1/Pde3a/Hcn4/Ezr/Per1/P2rx6/Itpr2/Lpar1/Crem/Cftr/Rapgef1",13
"GO:0031669","BP","GO:0031669","cellular response to nutrient levels","23/903","224/17619",0.00121055445245359,0.0355560197141014,0.0302046586017414,"Csnk1a1/Pik3r4/Rragd/Sik2/Gcn1/Sesn2/Ulk1/Trim24/Srf/Snai2/Slc2a1/Rheb/Eif2ak2/Ppard/Pim1/Jun/Eif2ak3/Cdkn1a/Cd68/Hrk/Atf3/Prkab2/Bmt2",23
"GO:0002764","BP","GO:0002764","immune response-regulating signaling pathway","40/903","471/17619",0.00123363255624417,0.0358234446522031,0.0304318347317442,"Csnk1a1/Pum2/Zc3hav1/Ifih1/Alpk1/Ipo5/Wdfy1/Rtn4/Nmi/Cd274/Slc15a2/Skint7/Ddx60/Mark4/Oscar/Tnip2/Shb/Zap70/Treml4/Ezr/Tyro3/Tlr4/Syk/Btla/Trim30a/Reg3g/Ptprj/Eif2ak2/Nr4a3/Blnk/Irgm1/Fosl2/Fosl1/Elf1/Btk/Rapgef1/Lpxn/Slc39a6/Ticam1/Nckap1l",40
"GO:0014858","BP","GO:0014858","positive regulation of skeletal muscle cell proliferation","3/903","5/17619",0.00124124619915738,0.0358234446522031,0.0304318347317442,"Selenon/Stat3/Jak2",3
"GO:0099183","BP","GO:0099183","trans-synaptic signaling by BDNF, modulating synaptic transmission","3/903","5/17619",0.00124124619915738,0.0358234446522031,0.0304318347317442,"Syt4/Plat/Bdnf",3
"GO:1900086","BP","GO:1900086","positive regulation of peptidyl-tyrosine autophosphorylation","3/903","5/17619",0.00124124619915738,0.0358234446522031,0.0304318347317442,"Iqgap1/Vegfa/Ctnnd1",3
"GO:0050671","BP","GO:0050671","positive regulation of lymphocyte proliferation","19/903","171/17619",0.00124845828978301,0.0358756109419032,0.0304761497305427,"Cd274/Irs2/Zp3/Zap70/Tnfsf4/Tlr4/Tgfbr2/Syk/Pnp/Jak3/Jak2/Irgm1/Cdkn1a/Cd1d1/Btk/Bcl6/Slc7a1/Ticam1/Nckap1l",19
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","29/903","309/17619",0.00127005244761493,0.0363388282209824,0.0308696504622196,"Olah/Elovl4/Elovl7/Errfi1/Noxred1/Ubr4/Ptges/Aldh18a1/Hsd17b12/Abhd2/Atp2b4/Fads6/Plod2/Tecrl/Dhrs9/Trib3/Syk/Sphk1/Ptgs2/Ptgs1/Pla2g5/Pla2g4a/Pkm/Per2/Htt/Gstp1/Prkab2/Shmt2/Cth",29
"GO:0070661","BP","GO:0070661","leukocyte proliferation","35/903","397/17619",0.00128927304716987,0.0366167112570218,0.0311057106934342,"Gpnmb/Lmbr1l/Cd274/Rassf5/Irs2/Shb/Zp3/Zap70/Tnfsf4/Tlr4/Tgfbr2/Syk/Enpp3/Btla/Pnp/Pla2g5/Cd209a/Jak3/Jak2/Irgm1/Gstp1/Fosl2/Fkbp1a/Emp2/Clu/Cdkn1a/Cd44/Cd1d1/Cd151/Casp3/Btk/Bcl6/Slc7a1/Ticam1/Nckap1l",35
"GO:0001570","BP","GO:0001570","vasculogenesis","13/903","97/17619",0.00132880092125843,0.0375343851715467,0.0318852700344073,"Tiparp/Heg1/Myo18b/Myo1e/Rtn4/Zmiz1/Xdh/Tgfbr2/Tbx6/Sgpl1/Ptprj/Nrp1/Emp2",13
"GO:0030834","BP","GO:0030834","regulation of actin filament depolymerization","9/903","53/17619",0.00135937973102548,0.038074104027625,0.0323437584681479,"Arpc2/Dstn/Svil/Wdr1/Tpm1/Sema5a/Eps8/Capzb/Avil",9
"GO:0045933","BP","GO:0045933","positive regulation of muscle contraction","9/903","53/17619",0.00135937973102548,0.038074104027625,0.0323437584681479,"Tacr3/Srf/Sphk1/Rgs2/Ptgs2/Ptgs1/Ptger3/Ccn2/Atp1a1",9
"GO:0032535","BP","GO:0032535","regulation of cellular component size","35/903","399/17619",0.00140532034545912,0.039195447282175,0.0332963338815768,"Deptor/Pum2/Arpc2/Rtn4/Snx9/Shank3/Dstn/Golga4/Myo3b/Tnfrsf12a/Hax1/Svil/Wdr1/Ezr/Vegfa/Vasp/Ulk1/Tpm1/Srf/Slc12a3/Sema5a/Sema4a/Sema3e/Ret/Ptk2b/Nrp1/Ifrd1/Eps8/Col6a1/Capzb/Bdnf/Anxa7/Avil/Nckap1l/Plekhg2",35
